"VCF0004","VCF0101","VCF0102","VCF0103","VCF0104","VCF0106A","VCF0110","VCF0111","VCF0112","VCF0113","VCF0114","VCF0115","VCF0116","VCF0118","VCF0127","VCF0128B","VCF0138","VCF0142","VCF0143","VCF0146","VCF0147","VCF0148","VCF0148A","VCF0149","VCF0150","VCF0151","VCF0152","VCF0154B","VCF0702","VCF0704","VCF0704A","VCF0705","VCF0706","VCF0707","VCF0708","VCF9001","VCF9002","VCF9009","VCF9013","VCF9014","VCF9015","VCF9016","VCF9017","VCF9018","VCF9026","VCF9027","VCF9028","VCF9029","VCF9030","VCF9030A","VCF9030B","VCF9030C","VCF9031","VCF9032","VCF9035","VCF9036","VCF9037","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9048","VCF9049","VCF9055"
1990,77,7,5,2,2,1,3,3,1,1,4,6,2,2,2,0,144,1,2,7,1,1,4,60,4,231,13,1,NA,NA,NA,NA,1,1,60,3,2,2,4,1,1,2,1,NA,2,NA,NA,7,2,2,2,5,NA,7,8,NA,2,4,4,2,3,2,2,14
1990,33,2,3,2,2,2,3,3,1,1,3,1,1,2,2,2,144,1,2,4,3,3,3,10,3,231,8,2,NA,NA,NA,NA,NA,NA,90,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,NA,7,8,NA,NA,NA,NA,NA,5,3,1,14
1990,25,2,2,1,1,2,2,3,1,3,3,1,1,2,7,1,151,1,2,1,1,1,3,10,3,NA,10,2,NA,NA,NA,NA,NA,NA,4,1,5,1,1,1,5,4,2,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,3,2,4,4,5,3,1,85
1990,43,3,3,1,1,3,3,3,1,4,5,1,1,2,0,2,149,1,1,1,4,4,1,10,5,270,9,1,NA,NA,NA,NA,2,2,90,3,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,NA,NA,NA,NA,1,2,2,21
1990,57,5,4,2,1,2,3,2,2,5,1,1,1,2,0,0,112,1,1,1,6,6,1,17,1,230,1,1,NA,NA,NA,NA,2,2,33,4,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,2,1,5,NA,7,2,NA,NA,NA,NA,NA,1,2,2,21
1990,51,4,4,2,1,2,3,3,1,NA,1,1,1,2,1,1,149,1,1,1,1,1,3,17,1,135,2,1,NA,NA,NA,NA,2,2,11,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,1,1,5,NA,7,2,NA,NA,NA,NA,NA,1,3,1,21
1990,24,1,2,2,4,3,2,3,2,3,2,1,1,2,0,0,114,1,2,1,1,1,3,10,2,230,5,2,NA,NA,NA,NA,NA,NA,16,1,5,1,3,5,5,2,2,NA,2,NA,NA,7,2,2,2,5,NA,6,8,NA,5,1,1,5,5,3,1,12
1990,33,2,3,2,1,3,2,3,2,3,6,7,4,2,3,2,156,1,1,1,4,4,2,70,2,400,NA,2,NA,NA,NA,NA,NA,NA,90,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,3,8,NA,NA,NA,NA,NA,1,2,1,12
1990,62,5,4,1,1,2,2,3,2,3,3,1,1,1,0,0,124,1,1,1,1,1,3,10,3,230,10,1,NA,NA,NA,NA,1,1,33,5,4,1,3,3,2,4,1,NA,1,NA,NA,7,2,2,2,1,NA,3,2,NA,5,1,2,3,3,3,1,12
1990,29,2,2,1,1,3,2,2,2,3,2,1,1,2,1,1,123,1,2,1,1,1,4,10,2,20,5,2,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,3,2,NA,NA,NA,NA,NA,5,3,2,12
1990,20,1,2,1,1,3,2,2,2,1,2,1,1,2,7,0,123,1,2,2,4,4,1,18,2,NA,5,2,NA,NA,NA,NA,NA,NA,0,1,2,3,4,3,3,2,4,NA,2,NA,NA,7,2,2,2,5,NA,3,8,NA,4,3,3,3,3,3,2,12
1990,23,1,2,1,1,4,2,2,2,1,1,1,1,2,0,0,124,1,2,2,4,4,1,10,1,270,2,2,NA,NA,NA,NA,NA,NA,0,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,2,1,5,NA,5,2,NA,NA,NA,NA,NA,5,3,2,12
1990,28,2,2,1,1,3,2,1,2,3,2,1,1,2,0,0,114,1,1,2,4,4,2,10,2,270,4,2,NA,NA,NA,NA,NA,NA,90,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,0,8,NA,NA,NA,NA,NA,3,2,2,82
1990,53,4,4,1,1,2,2,1,2,2,3,1,1,2,3,0,114,5,1,1,1,1,3,10,3,400,8,1,NA,NA,NA,NA,2,NA,90,3,1,1,1,2,2,2,1,NA,2,NA,NA,1,1,1,2,5,NA,4,2,NA,2,2,1,4,1,1,1,82
1990,53,4,4,1,1,2,2,1,2,1,3,4,2,2,7,0,114,1,2,3,1,1,3,40,3,NA,10,2,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,2,NA,NA,NA,NA,NA,1,2,1,12
1990,27,2,2,2,1,2,3,4,2,2,2,1,1,2,0,2,168,1,2,4,1,1,3,17,2,270,5,2,NA,NA,NA,NA,NA,NA,0,1,5,2,3,1,4,4,2,NA,2,NA,NA,1,1,1,2,5,NA,5,2,NA,2,3,4,2,1,1,1,21
1990,45,4,3,2,1,2,3,4,2,3,2,1,1,2,0,0,153,1,1,1,1,1,3,17,2,20,5,1,NA,NA,NA,NA,2,2,20,3,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,1,2,1,21
1990,44,3,3,1,1,4,2,4,2,4,1,1,1,2,0,0,124,1,1,3,6,6,2,10,1,270,2,1,NA,NA,NA,NA,2,NA,13,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,1,2,NA,NA,NA,NA,NA,5,1,2,85
1990,47,4,3,1,1,3,2,4,2,4,2,1,1,2,3,1,113,NA,1,1,4,4,2,10,2,400,4,2,NA,NA,NA,NA,NA,NA,17,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,2,1,5,NA,7,8,NA,NA,NA,NA,NA,5,3,1,85
1990,40,3,3,1,1,3,2,3,1,4,1,1,1,2,1,1,144,1,1,3,1,1,4,10,1,135,1,2,NA,NA,NA,NA,NA,NA,17,1,0,1,1,1,3,2,1,NA,NA,NA,NA,7,2,2,2,5,NA,0,8,NA,2,3,2,4,1,3,1,85
1990,35,3,3,2,4,2,1,1,2,3,1,1,1,2,1,1,123,1,2,1,4,4,1,10,1,148,2,2,NA,NA,NA,NA,NA,NA,6,1,5,1,2,3,4,3,1,NA,2,NA,NA,7,2,2,2,5,NA,3,8,NA,1,5,2,1,5,3,1,65
1990,32,2,2,2,5,2,1,4,2,3,6,7,4,2,3,3,149,1,1,1,4,4,1,71,3,400,8,2,NA,NA,NA,NA,NA,NA,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,5,2,1,85
1990,39,3,3,2,1,4,2,4,2,3,1,1,1,2,7,0,173,1,2,2,4,4,1,10,1,NA,2,1,NA,NA,NA,NA,1,NA,0,1,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,2,5,NA,0,8,NA,NA,NA,NA,NA,1,3,2,85
1990,36,3,3,2,5,4,1,4,2,4,1,1,1,1,1,1,149,5,2,1,3,3,3,10,1,269,2,1,NA,NA,NA,NA,1,NA,30,1,4,1,4,2,5,4,1,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,2,5,5,5,3,3,1,85
1990,82,7,6,1,1,1,2,3,1,NA,1,5,3,2,1,0,143,1,1,1,1,1,3,50,1,251,1,1,NA,NA,NA,NA,2,NA,64,3,NA,2,1,2,2,1,2,NA,2,NA,NA,3,1,1,1,1,NA,7,4,NA,2,1,1,4,1,3,1,85
1990,19,1,2,1,5,1,2,3,1,2,2,1,1,2,1,1,149,5,1,1,4,4,1,10,2,268,4,2,NA,NA,NA,NA,NA,NA,14,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,3,8,NA,NA,NA,NA,NA,3,2,2,85
1990,54,4,4,2,1,4,2,4,2,5,6,7,4,2,0,0,323,5,1,1,6,6,1,70,6,220,NA,1,NA,NA,NA,NA,2,NA,43,3,1,2,1,3,3,2,2,NA,2,NA,NA,3,1,1,1,5,NA,7,4,NA,5,2,4,2,3,3,2,85
1990,23,1,2,1,1,2,2,4,2,4,3,1,1,2,0,0,173,1,1,1,4,4,1,10,3,249,12,2,NA,NA,NA,NA,NA,NA,2,1,2,1,4,4,2,3,2,NA,2,NA,NA,7,2,2,2,5,NA,4,2,NA,2,2,3,3,3,2,1,85
1990,73,6,5,1,1,2,3,2,2,NA,3,5,3,2,0,0,123,5,1,1,1,1,3,50,3,20,8,1,NA,NA,NA,NA,1,1,6,2,4,1,1,2,2,2,1,NA,3,NA,NA,7,2,2,2,5,NA,7,2,NA,2,1,2,3,1,3,1,12
1990,48,4,3,1,1,3,2,2,2,4,1,1,1,2,1,1,123,1,1,1,4,4,1,10,1,221,2,1,NA,NA,NA,NA,1,2,15,3,5,1,3,3,3,2,3,NA,2,NA,NA,2,1,2,1,5,NA,7,2,NA,4,2,4,2,1,1,1,12
1990,23,1,2,2,1,2,2,2,2,4,2,1,1,2,1,1,123,5,1,1,1,1,3,10,2,149,5,2,NA,NA,NA,NA,NA,NA,13,2,5,1,3,1,3,5,2,NA,2,NA,NA,7,2,2,2,5,NA,7,2,NA,1,2,4,2,3,2,1,12
1990,44,3,3,1,1,4,3,2,2,3,5,1,1,2,1,5,121,1,1,1,3,3,4,10,5,221,9,1,NA,NA,NA,NA,1,2,90,5,5,1,4,2,4,4,1,NA,2,NA,NA,2,1,2,1,5,NA,4,2,NA,2,2,3,3,3,3,2,12
1990,38,3,3,2,1,2,3,2,2,NA,2,1,1,2,7,0,121,1,1,3,1,1,4,10,2,NA,4,2,NA,NA,NA,NA,NA,NA,90,6,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,3,8,8,12
1990,59,5,4,1,1,1,3,2,2,NA,5,1,1,2,3,0,121,1,1,1,1,1,4,10,5,400,9,2,NA,NA,NA,NA,NA,NA,90,5,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,3,3,2,12
1990,68,6,5,1,1,2,2,4,2,3,2,5,3,1,0,0,132,1,1,1,NA,NA,6,50,2,99,5,1,NA,NA,NA,NA,1,NA,19,3,2,2,2,3,3,2,4,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,4,2,3,3,1,2,1,85
1990,46,4,3,1,1,4,2,2,2,4,1,1,1,2,0,0,121,1,1,1,6,6,1,10,1,281,2,1,NA,NA,NA,NA,1,1,6,2,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,2,1,5,NA,4,2,NA,NA,NA,NA,NA,3,2,2,12
1990,34,2,3,2,1,4,2,4,2,4,6,7,4,2,3,4,171,1,1,1,4,4,1,71,1,400,2,1,NA,NA,NA,NA,2,NA,90,1,1,2,4,4,4,2,2,NA,2,NA,NA,7,2,2,2,5,NA,4,4,NA,2,2,2,4,3,3,2,85
1990,36,3,3,1,1,3,2,4,2,4,1,1,1,2,1,3,149,1,1,1,4,4,1,10,1,170,1,1,NA,NA,NA,NA,2,NA,30,2,2,3,1,3,2,1,5,NA,2,NA,NA,2,1,2,1,5,NA,7,2,NA,2,2,3,4,3,2,2,85
1990,69,6,5,2,1,2,1,4,2,1,2,5,3,2,0,0,173,1,2,5,1,1,4,50,2,270,5,1,NA,NA,NA,NA,1,2,7,2,4,2,2,3,4,3,3,NA,2,NA,NA,1,1,1,2,5,NA,7,2,NA,4,2,3,3,1,3,1,21
1990,37,3,3,1,3,4,1,4,2,4,1,1,1,2,7,1,451,5,1,1,4,4,1,10,1,NA,2,1,NA,NA,NA,NA,NA,1,3,1,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,NA,NA,NA,NA,5,2,1,21
1990,37,3,3,2,1,4,1,4,2,5,6,7,4,2,0,3,173,1,1,1,6,6,1,70,6,150,NA,1,NA,NA,NA,NA,1,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,1,1,5,NA,2,8,NA,NA,NA,NA,NA,5,2,8,21
1990,70,6,5,2,1,3,3,2,2,3,3,5,3,2,3,0,123,1,1,1,1,1,3,50,3,400,8,1,NA,NA,NA,NA,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,4,NA,NA,NA,NA,NA,1,3,1,12
1990,48,4,3,2,4,2,2,1,2,3,3,1,1,2,1,0,113,1,2,3,1,1,4,10,3,20,8,2,NA,NA,NA,NA,NA,NA,40,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,1,8,NA,NA,NA,NA,NA,1,3,1,82
1990,69,6,5,2,1,2,2,4,2,1,6,7,4,2,1,0,162,1,2,1,4,4,2,70,6,250,NA,1,NA,NA,NA,NA,2,NA,10,3,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,2,5,NA,7,4,NA,NA,NA,NA,NA,5,1,2,85
1990,64,5,4,1,1,2,3,2,2,3,3,5,3,2,0,0,123,1,1,1,4,4,1,50,3,110,10,1,NA,NA,NA,NA,2,2,64,5,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,0,8,NA,NA,NA,NA,NA,3,1,1,12
1990,26,2,2,1,1,2,3,2,2,4,3,1,1,1,0,0,123,1,2,2,1,1,4,10,3,270,10,2,NA,NA,NA,NA,NA,NA,3,1,2,2,3,3,8,2,2,NA,NA,NA,NA,7,2,2,2,5,NA,1,8,NA,4,2,2,4,3,3,8,12
1990,54,4,4,1,1,2,2,4,2,5,1,1,1,2,1,0,164,1,1,1,6,6,1,10,1,148,2,1,NA,NA,NA,NA,2,NA,17,3,NA,2,3,4,3,4,3,NA,2,NA,NA,7,2,2,2,1,NA,0,2,NA,2,4,2,3,3,2,2,85
1990,27,2,2,2,1,2,2,2,2,3,3,1,1,2,1,1,122,1,1,1,3,3,3,10,3,292,11,2,NA,NA,NA,NA,NA,NA,4,1,5,1,3,2,5,4,2,NA,NA,NA,NA,7,2,2,2,5,NA,7,4,NA,2,2,4,3,1,3,1,21
1990,59,5,4,1,1,2,2,2,2,4,3,1,1,2,1,0,122,1,1,1,6,6,1,10,3,221,8,1,NA,NA,NA,NA,1,1,90,3,5,1,4,5,3,2,2,NA,5,NA,NA,7,2,2,2,1,NA,7,4,NA,2,2,1,2,1,2,1,21
1990,28,2,2,2,2,2,2,3,1,2,6,7,4,2,1,3,144,1,2,4,4,4,2,70,6,199,NA,2,NA,NA,NA,NA,NA,NA,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,3,2,1,12
1990,43,3,3,2,1,2,3,3,1,4,3,1,1,2,0,1,141,1,1,1,4,4,1,10,3,230,11,2,NA,NA,NA,NA,NA,NA,90,4,1,1,1,2,1,2,1,NA,NA,NA,NA,7,2,2,2,5,NA,2,4,NA,4,5,5,4,5,2,1,12
1990,18,1,2,2,5,2,3,4,2,4,2,1,1,NA,1,0,171,1,1,2,6,6,2,18,2,250,4,2,NA,NA,NA,NA,NA,NA,11,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,0,8,NA,NA,NA,NA,NA,3,1,2,85
1990,65,6,5,1,1,3,3,4,2,NA,1,5,3,2,1,0,105,1,1,1,6,6,1,50,1,221,2,1,NA,NA,NA,NA,1,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,NA,NA,NA,NA,3,2,3,85
1990,63,5,4,1,1,2,3,3,1,NA,3,6,2,2,1,0,147,NA,1,1,1,1,4,60,3,135,10,2,NA,NA,NA,NA,NA,NA,90,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,4,NA,NA,NA,NA,NA,3,3,1,21
1990,72,6,5,1,1,1,2,2,2,4,3,5,3,2,0,0,123,1,1,1,1,1,3,50,3,249,10,1,NA,NA,NA,NA,1,1,32,5,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,1,1,5,NA,7,8,NA,NA,NA,NA,NA,3,2,2,12
1990,69,6,5,1,1,1,3,3,1,1,5,5,3,2,1,0,147,1,1,1,1,1,4,50,5,149,9,1,NA,NA,NA,NA,1,1,90,5,5,5,2,2,4,2,1,NA,2,NA,NA,7,2,2,2,5,NA,7,4,NA,2,2,4,2,3,2,1,21
1990,46,4,3,1,1,2,2,1,2,3,2,1,1,2,0,0,114,1,2,3,1,1,4,10,2,230,4,2,NA,NA,NA,NA,NA,NA,20,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,4,NA,NA,NA,NA,NA,1,1,1,82
1990,33,2,3,1,1,2,2,2,2,3,3,1,1,1,3,1,134,1,1,1,4,4,2,10,3,400,11,2,NA,NA,NA,NA,NA,NA,15,2,5,1,3,5,3,3,4,NA,2,NA,NA,7,2,2,2,5,NA,7,2,NA,5,1,1,5,5,1,1,82
1990,56,5,4,1,1,2,2,2,2,4,3,1,1,1,3,0,134,1,1,1,3,3,3,10,3,400,10,1,NA,NA,NA,NA,1,NA,90,1,5,2,3,2,2,2,2,NA,1,NA,NA,7,2,2,2,5,NA,5,2,NA,4,1,2,3,3,3,1,82
1990,24,1,2,2,1,4,1,1,2,3,1,1,1,2,3,0,114,1,2,1,4,4,1,10,1,400,2,2,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,1,4,NA,NA,NA,NA,NA,3,2,2,82
1990,28,2,2,1,5,3,1,1,2,1,NA,8,5,2,7,3,114,1,2,1,1,1,4,81,3,NA,10,2,NA,NA,NA,NA,NA,NA,20,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,5,8,NA,NA,NA,NA,NA,3,3,1,82
1990,32,2,2,2,4,2,3,3,1,1,2,6,2,2,1,3,147,1,1,1,1,1,3,60,2,250,5,2,NA,NA,NA,NA,NA,NA,6,1,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,1,3,1,21
1990,44,3,3,1,1,2,3,3,1,3,3,1,1,2,0,0,147,1,2,3,1,1,3,10,3,230,10,2,NA,NA,NA,NA,NA,NA,5,1,5,2,2,3,3,3,3,NA,NA,NA,NA,7,2,2,2,5,NA,7,2,NA,4,2,3,4,1,2,2,21
1990,40,3,3,2,2,3,1,3,1,1,2,4,2,2,1,0,141,1,2,2,4,4,2,40,2,148,4,1,NA,NA,NA,NA,1,1,19,1,5,1,4,4,4,5,1,NA,2,NA,NA,7,2,2,2,5,NA,7,8,NA,2,2,2,2,1,2,1,12
1990,18,1,2,2,1,3,2,3,1,4,3,1,1,2,0,0,141,5,1,2,6,6,2,10,3,110,12,2,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,1,2,NA,NA,NA,NA,NA,3,1,2,12
1990,37,3,3,1,1,4,2,1,2,4,3,1,1,1,0,0,113,1,1,4,4,4,1,10,3,230,10,2,NA,NA,NA,NA,NA,NA,90,1,4,2,4,2,2,2,1,NA,2,NA,NA,7,2,2,2,5,NA,7,8,NA,2,2,2,5,5,2,1,85
1990,43,3,3,1,1,4,2,1,2,4,1,1,1,1,1,2,113,1,1,1,1,1,3,10,1,221,3,1,NA,NA,NA,NA,1,NA,17,3,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,6,8,NA,NA,NA,NA,NA,3,3,1,85
1990,28,2,2,2,1,4,2,1,2,3,2,1,1,2,3,2,114,1,2,3,1,1,3,10,2,400,4,2,NA,NA,NA,NA,NA,NA,6,1,5,1,2,5,3,2,3,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,1,2,3,3,5,2,1,82
1990,49,4,4,2,1,2,2,1,2,3,2,1,1,1,0,0,114,1,1,3,6,6,1,10,2,249,5,1,NA,NA,NA,NA,1,NA,25,1,5,2,2,3,2,2,2,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,4,2,2,4,3,8,1,82
1990,27,2,2,2,1,2,3,3,1,4,2,1,1,2,1,2,154,1,1,1,1,1,4,10,2,135,5,1,NA,NA,NA,NA,1,1,90,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,1,1,5,NA,7,2,NA,NA,NA,NA,NA,3,2,1,12
1990,28,2,2,1,1,2,3,3,1,2,3,1,1,2,7,3,154,1,1,2,1,1,4,10,3,NA,10,1,NA,NA,NA,NA,1,1,17,3,4,1,4,4,4,4,2,NA,1,NA,NA,7,2,2,2,5,NA,4,2,NA,2,2,2,4,3,3,1,12
1990,37,3,3,1,1,2,2,3,1,1,3,1,1,2,3,3,121,1,2,1,1,1,4,10,3,400,10,2,NA,NA,NA,NA,NA,NA,90,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,5,NA,7,4,NA,NA,NA,NA,NA,5,2,1,21
1990,39,3,3,2,1,2,3,2,2,NA,6,7,4,2,3,2,123,1,1,1,4,4,2,70,6,400,NA,2,NA,NA,NA,NA,NA,NA,19,3,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,1,2,1,21
1990,34,2,3,2,5,2,3,3,1,3,3,1,1,2,3,5,149,5,2,1,4,4,1,10,3,400,8,2,NA,NA,NA,NA,NA,NA,19,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,0,8,NA,NA,NA,NA,NA,5,2,1,21
1990,74,6,5,2,1,4,3,3,1,2,1,5,3,2,1,0,149,1,1,5,4,4,2,50,1,135,2,1,NA,NA,NA,NA,2,2,19,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,1,1,5,NA,7,2,NA,NA,NA,NA,NA,1,2,3,21
1990,33,2,3,2,1,4,1,4,2,2,1,1,1,1,0,2,173,1,1,3,4,4,1,17,1,230,2,1,NA,NA,NA,NA,1,NA,90,3,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,2,5,NA,0,8,NA,NA,NA,NA,NA,3,3,2,85
1990,34,2,3,2,1,4,1,4,2,4,NA,8,5,2,7,0,149,1,1,4,4,4,1,81,1,NA,2,1,NA,NA,NA,NA,NA,NA,11,2,5,2,5,2,5,5,1,NA,1,NA,NA,7,2,2,2,5,NA,1,NA,NA,1,5,5,1,1,3,2,85
1990,38,3,3,1,1,4,1,4,2,4,1,1,1,2,3,0,136,1,1,3,6,6,2,10,1,400,1,2,NA,NA,NA,NA,NA,NA,15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,1,1,2,85
1990,24,1,2,1,1,2,3,1,2,4,4,1,1,2,7,3,111,1,1,1,1,1,3,10,4,NA,13,2,NA,NA,NA,NA,NA,NA,2,1,4,1,4,2,3,3,1,NA,NA,NA,NA,7,2,2,2,5,NA,7,2,NA,5,1,1,4,1,2,1,85
1990,46,4,3,2,1,2,2,3,1,4,2,1,1,1,1,0,124,1,1,1,4,4,1,10,2,135,5,1,NA,NA,NA,NA,2,1,33,2,5,1,1,3,5,2,2,NA,2,NA,NA,5,1,NA,NA,5,NA,4,4,NA,4,1,3,4,5,2,1,12
1990,27,2,2,1,1,4,3,1,2,4,1,1,1,2,0,1,113,1,1,1,4,4,1,10,1,270,1,2,NA,NA,NA,NA,NA,NA,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,0,4,NA,NA,NA,NA,NA,1,3,2,85
1990,27,2,2,1,1,2,1,3,1,3,1,1,1,2,1,2,113,1,2,1,3,3,4,10,1,135,1,2,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,5,NA,3,2,NA,NA,NA,NA,NA,5,3,1,12
1990,76,7,5,2,1,1,3,1,2,1,NA,5,3,2,0,0,113,5,1,1,1,1,4,50,NA,270,NA,1,NA,NA,NA,NA,2,NA,50,4,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,8,2,1,85
1990,37,3,3,2,1,2,3,1,2,1,6,7,4,2,0,3,113,1,1,1,4,4,2,70,6,270,NA,2,NA,NA,NA,NA,NA,NA,19,3,4,1,4,1,3,4,2,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,3,1,1,1,1,2,1,85
1990,31,2,2,2,2,2,2,3,1,NA,6,7,4,2,1,6,141,NA,2,4,NA,NA,5,70,6,149,NA,2,NA,NA,NA,NA,NA,NA,90,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,7,8,NA,NA,NA,NA,NA,8,8,8,12
1990,44,3,3,2,3,3,3,3,1,4,2,1,1,1,1,2,149,1,1,1,1,1,3,10,2,135,5,1,NA,NA,NA,NA,2,2,21,3,5,5,1,5,4,4,4,NA,5,NA,NA,1,1,1,2,1,NA,0,2,NA,2,2,3,3,1,3,8,12
1990,78,7,5,1,1,2,2,1,2,2,3,5,3,2,3,0,103,5,1,1,1,1,4,50,3,400,10,1,NA,NA,NA,NA,1,2,33,5,1,1,3,2,1,2,1,NA,2,NA,NA,7,2,2,2,5,NA,7,2,NA,3,1,2,3,3,3,1,12
1990,59,5,4,1,1,4,2,1,2,4,1,1,1,2,3,0,103,1,1,1,4,4,1,10,1,400,2,1,NA,NA,NA,NA,NA,NA,26,4,2,2,4,2,2,2,2,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,2,2,2,3,1,3,1,12
1990,56,5,4,1,1,4,2,3,1,4,1,1,1,2,1,1,141,1,1,1,6,6,1,10,1,135,1,1,NA,NA,NA,NA,NA,2,15,3,1,3,1,5,1,1,4,NA,2,NA,NA,1,1,1,2,1,NA,2,2,NA,5,1,1,5,5,3,2,12
1990,36,3,3,2,2,2,1,3,1,2,2,6,2,2,1,3,141,1,2,1,1,1,4,60,2,20,5,2,NA,NA,NA,NA,NA,NA,36,1,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,2,2,5,NA,7,4,NA,NA,NA,NA,NA,1,2,1,12
1990,25,2,2,2,1,4,1,1,2,2,1,1,1,2,3,0,124,1,2,4,1,1,3,10,1,400,2,2,NA,NA,NA,NA,NA,NA,7,1,5,2,2,2,4,4,2,NA,1,NA,NA,7,2,2,2,5,NA,7,2,NA,2,3,4,2,1,3,2,82
1990,31,2,2,2,1,2,3,3,1,2,6,7,4,2,1,2,142,1,1,1,1,1,3,70,6,135,NA,2,NA,NA,NA,NA,NA,NA,90,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,5,NA,2,8,NA,NA,NA,NA,NA,3,2,1,14
